OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,isPurebred,ReproductiveStatus
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
3,Dog,Female,Adult,Chihuahua Shorthair Mix,Brown,0,Intact
2,Cat,Unknown,Adult,Domestic Longhair Mix,Brown Tabby/White,0,Unknown
3,Dog,Male,Adult,Standard Poodle Mix,Black,0,Intact
2,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
1,Dog,Male,Adolescent,Labrador Retriever Mix,Brown,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Dog,Female,Adolescent,Bull Terrier Mix,Tan/White,0,Intact
1,Dog,Male,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Longhair Mix,Tricolor,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Female,Baby,Dachshund Wirehair/Miniature Poodle,Black/Tan,0,Neutered
1,Dog,Male,Adolescent,Pit Bull/Plott Hound,Brown Brindle,0,Neutered
0,Dog,Female,Baby,German Shepherd Mix,Sable,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Brown,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Blue Tabby,0,Unknown
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Dog,Female,Adolescent,German Shorthair Pointer Mix,Chocolate/White,0,Neutered
0,Cat,Male,Adolescent,Domestic Medium Hair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adult,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
2,Dog,Female,Baby,Basenji Mix,Red/White,0,Intact
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
1,Dog,Male,Adolescent,Black Mouth Cur Mix,Brown/White,0,Neutered
0,Dog,Female,Adult,Parson Russell Terrier Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Chihuahua Shorthair Mix,Tan,0,Neutered
3,Cat,Male,Baby,Domestic Longhair Mix,Black,0,Intact
3,Dog,Female,Senior,Labrador Retriever Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair/Pug,Brown,0,Neutered
0,Dog,Male,Adolescent,American Pit Bull Terrier Mix,Black/White,0,Neutered
1,Dog,Female,Adolescent,French Bulldog Mix,Fawn,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Intact
0,Dog,Female,Adolescent,Beagle/Chinese Sharpei,Tricolor,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
1,Dog,Male,Baby,Chihuahua Shorthair Mix,Tricolor,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Female,Adolescent,Cairn Terrier,Tan,1,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Orange Tabby,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Senior,Labrador Retriever Mix,Chocolate,0,Neutered
3,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
1,Dog,Male,Adolescent,Pit Bull Mix,Red/White,0,Neutered
2,Dog,Male,Adolescent,Shih Tzu,Black/White,1,Intact
2,Cat,Male,Baby,Domestic Medium Hair Mix,Orange Tabby/White,0,Intact
2,Cat,Male,Adult,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Dog,Female,Adult,Mastiff/Rottweiler,Black/Brown Brindle,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,Fawn/White,0,Neutered
2,Dog,Female,Baby,Pit Bull Mix,Blue/White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie/White,0,Neutered
3,Dog,Male,Adolescent,Catahoula Mix,White,0,Neutered
1,Dog,Female,Adult,Staffordshire Mix,Black Brindle/White,0,Neutered
2,Dog,Male,Senior,Labrador Retriever Mix,Chocolate,0,Neutered
3,Dog,Male,Senior,Chihuahua Shorthair/Yorkshire Terrier,Black/Brown,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair,Orange/White,1,Intact
2,Dog,Female,Adult,Chihuahua Shorthair Mix,Brown/White,0,Neutered
0,Dog,Female,Baby,Australian Shepherd Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Finnish Spitz Mix,Tan,0,Neutered
1,Dog,Female,Baby,Pit Bull Mix,Black/White,0,Intact
0,Dog,Male,Baby,Black Mouth Cur Mix,Tan/White,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Buff/White,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Tan/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue/White,0,Intact
1,Dog,Male,Adult,Labrador Retriever Mix,Black/White,0,Neutered
2,Dog,Male,Baby,Pit Bull Mix,White,0,Intact
4,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Dog,Female,Adult,German Shepherd Mix,White,0,Neutered
0,Dog,Male,Adolescent,Catahoula Mix,Tan/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Male,Adolescent,Boxer/Pointer,Brown Brindle/White,0,Neutered
0,Dog,Female,Adolescent,Australian Cattle Dog Mix,Tricolor,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Torbie/White,0,Intact
3,Dog,Male,Adolescent,Pit Bull/Queensland Heeler,Red Merle/White,0,Intact
2,Dog,Male,Baby,Pit Bull Mix,Black/White,0,Intact
2,Dog,Female,Adolescent,Siberian Husky,Cream/White,1,Neutered
2,Cat,Female,Adolescent,Domestic Medium Hair Mix,Black/White,0,Neutered
0,Dog,Male,Baby,Leonberger Mix,Black/Tan,0,Neutered
2,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,White,0,Intact
1,Dog,Male,Adolescent,Chihuahua Longhair Mix,Brown,0,Neutered
2,Dog,Male,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
0,Dog,Female,Baby,Labrador Retriever Mix,Brown/Red Tick,0,Neutered
2,Cat,Female,Baby,Siamese Mix,Tortie Point,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Female,Baby,Yorkshire Terrier Mix,Black/Tan,0,Neutered
0,Dog,Male,Adolescent,Australian Cattle Dog Mix,Cream/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Blue/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Adolescent,Miniature Poodle Mix,White,0,Neutered
0,Dog,Female,Baby,German Shepherd/Labrador Retriever,Tricolor,0,Neutered
0,Dog,Male,Adolescent,American Bulldog Mix,Brown/White,0,Neutered
2,Dog,Male,Baby,Miniature Poodle/Miniature Schnauzer,Tricolor,0,Neutered
1,Dog,Male,Adolescent,Catahoula Mix,Brown Merle,0,Neutered
1,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black/White,0,Unknown
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,White,0,Neutered
0,Dog,Male,Adult,Dachshund Mix,Black/Brown,0,Neutered
1,Dog,Female,Senior,Chihuahua Shorthair Mix,Tan,0,Neutered
3,Dog,Male,Senior,Australian Shepherd,Black/White,1,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,White,0,Intact
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,Pit Bull Mix,White,0,Neutered
2,Dog,Male,Baby,Catahoula Mix,Brown/Tan,0,Intact
0,Dog,Female,Adolescent,Chihuahua Shorthair/Rat Terrier,Tricolor,0,Neutered
0,Dog,Male,Baby,Beagle/German Shepherd,Black/Brown,0,Neutered
3,Cat,Female,Adolescent,Domestic Shorthair Mix,Torbie,0,Intact
1,Dog,Male,Adult,Chihuahua Longhair Mix,Tan/White,0,Neutered
1,Dog,Male,Senior,Dachshund Mix,Brown,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
3,Dog,Male,Adult,Norfolk Terrier/Yorkshire Terrier,Black/Tan,0,Neutered
2,Dog,Female,Adolescent,Border Collie Mix,Black/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Intact
1,Dog,Female,Senior,Labrador Retriever Mix,Yellow,0,Neutered
1,Cat,Male,Adult,Ragdoll Mix,Blue Point,0,Neutered
2,Dog,Female,Baby,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Male,Adult,Dachshund/Yorkshire Terrier,Red,0,Neutered
0,Dog,Female,Baby,Pit Bull Mix,Blue/White,0,Neutered
1,Dog,Male,Adolescent,Chihuahua Longhair/Dachshund Longhair,Black/Tan,0,Intact
0,Dog,Male,Baby,Labrador Retriever Mix,Brown,0,Neutered
0,Dog,Female,Baby,Flat Coat Retriever/Papillon,Black/White,0,Neutered
0,Dog,Female,Adolescent,Border Terrier/Chihuahua Shorthair,Red,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Buff,0,Neutered
2,Cat,Female,Adolescent,Domestic Longhair Mix,Tortie,0,Intact
0,Dog,Male,Baby,Labrador Retriever/Rhod Ridgeback,Brown,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Longhair Mix,Black/White,0,Unknown
1,Dog,Male,Adolescent,American Bulldog Mix,Brown Brindle/White,0,Neutered
2,Dog,Female,Adult,Beagle Mix,Tricolor,0,Neutered
2,Dog,Female,Adult,Greyhound,Black/Tan,1,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Male,Baby,German Shepherd Mix,Black/Tan,0,Neutered
2,Dog,Female,Adolescent,Miniature Schnauzer Mix,Gray/White,0,Neutered
0,Dog,Male,Senior,Siberian Husky Mix,Brown/White,0,Neutered
1,Dog,Female,Baby,Pit Bull Mix,Brown Brindle/White,0,Neutered
2,Dog,Male,Baby,Shih Tzu Mix,Black/White,0,Intact
1,Dog,Female,Senior,Weimaraner Mix,Tan,0,Neutered
1,Dog,Female,Adult,English Bulldog,Tan/White,1,Intact
2,Cat,Female,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Cat,Female,Baby,Domestic Longhair Mix,Calico,0,Neutered
2,Dog,Female,Adolescent,Carolina Dog Mix,Tan/White,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Brown/White,0,Neutered
3,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
2,Dog,Female,Senior,Shetland Sheepdog,Black/Brown,1,Neutered
3,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Neutered
0,Dog,Male,Adolescent,German Shepherd Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Rottweiler Mix,Black/Tan,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue Tabby,0,Unknown
2,Dog,Female,Baby,Australian Cattle Dog Mix,Black/White,0,Neutered
1,Dog,Female,Senior,Rat Terrier Mix,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
0,Dog,Male,Adult,Rottweiler Mix,Black/Brown,0,Neutered
2,Dog,Female,Adult,Australian Cattle Dog/Pointer,Black/White,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
3,Dog,Female,Senior,Boxer Mix,Tan/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Intact
3,Dog,Female,Adult,Pit Bull Mix,Blue/White,0,Neutered
0,Dog,Female,Baby,Chihuahua Longhair,Brown/Tricolor,1,Neutered
0,Dog,Female,Baby,Catahoula/Pit Bull,Brown/White,0,Neutered
2,Dog,Female,Adolescent,Siberian Husky Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Longhair Mix,Black/Brown,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
2,Dog,Female,Baby,German Shepherd Mix,Tricolor,0,Intact
2,Dog,Male,Adult,Beagle Mix,Tricolor,0,Neutered
0,Dog,Male,Adolescent,Miniature Poodle/Miniature Schnauzer,White,0,Neutered
3,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Dog,Male,Adult,Rottweiler Mix,Black/Brown,0,Neutered
2,Dog,Female,Adult,Labrador Retriever Mix,Black/Brown,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Silver Tabby/White,0,Neutered
2,Dog,Male,Adult,Pit Bull Mix,Apricot/Brown,0,Neutered
3,Cat,Unknown,Senior,Domestic Medium Hair Mix,Black/White,0,Unknown
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black/White,0,Unknown
0,Dog,Female,Senior,Chihuahua Shorthair Mix,Buff/Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Red/White,0,Neutered
0,Dog,Male,Adolescent,Shetland Sheepdog Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Intact
1,Dog,Male,Adult,Golden Retriever Mix,Brown,0,Neutered
2,Dog,Female,Baby,Labrador Retriever/Pointer,Black,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Cat,Female,Adult,Angora Mix,White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Yellow,0,Intact
2,Dog,Female,Adult,Labrador Retriever Mix,Tan,0,Neutered
0,Dog,Female,Baby,Chihuahua Longhair Mix,Tan/White,0,Neutered
2,Cat,Female,Adult,Domestic Shorthair Mix,Torbie/White,0,Neutered
1,Dog,Male,Adolescent,Catahoula Mix,Brown Merle,0,Neutered
1,Dog,Male,Senior,Siberian Husky,Black/White,1,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Brown,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Red/White,0,Neutered
1,Dog,Male,Adolescent,Australian Shepherd Mix,Brown Brindle,0,Neutered
2,Dog,Male,Baby,Border Terrier/Labrador Retriever,Cream/White,0,Intact
3,Dog,Female,Adolescent,Border Collie/Labrador Retriever,Chocolate/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Senior,Chihuahua Shorthair Mix,Black/White,0,Neutered
2,Dog,Female,Adult,Siberian Husky Mix,Black/White,0,Neutered
2,Dog,Female,Baby,Pit Bull/Pug,Tan/White,0,Intact
2,Cat,Male,Baby,Domestic Medium Hair Mix,Orange Tabby/White,0,Intact
0,Cat,Female,Baby,Domestic Longhair Mix,Blue Tabby/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Dog,Unknown,Baby,Labrador Retriever Mix,White,0,Unknown
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue/White,0,Neutered
3,Dog,Female,Adult,Chinese Sharpei Mix,Brown/Tan,0,Intact
2,Dog,Female,Adult,Pekingese Mix,Black/Tan,0,Neutered
0,Dog,Male,Adolescent,Parson Russell Terrier Mix,Orange/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair/Dachshund,Brown Merle,0,Neutered
1,Dog,Male,Senior,Cocker Spaniel,Red,1,Neutered
0,Dog,Female,Adult,Chihuahua Shorthair/Dachshund,Black/Brown,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Dog,Female,Baby,Doberman Pinsch,Black/Tan,1,Intact
0,Dog,Male,Adult,Pit Bull Mix,Chocolate/White,0,Neutered
3,Dog,Male,Adult,Chihuahua Shorthair Mix,Brown/White,0,Intact
3,Dog,Female,Adolescent,Australian Cattle Dog/Miniature Pinscher,Black/Tan,0,Intact
2,Cat,Female,Baby,Manx,Black/White,1,Intact
2,Dog,Male,Baby,Anatol Shepherd/Australian Shepherd,Tricolor,0,Intact
1,Dog,Female,Senior,Chihuahua Shorthair/Rat Terrier,Tricolor/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
4,Cat,Unknown,Baby,Domestic Shorthair Mix,Gray Tabby,0,Unknown
2,Dog,Male,Adolescent,Miniature Schnauzer/Yorkshire Terrier,Sable,0,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,Chocolate/White,0,Neutered
2,Dog,Male,Baby,Australian Cattle Dog Mix,Brown/Tan,0,Intact
1,Dog,Male,Adolescent,Chesa Bay Retr Mix,Chocolate/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Lilac Point,0,Intact
1,Dog,Female,Adult,Labrador Retriever Mix,Chocolate/White,0,Neutered
0,Dog,Female,Baby,Cavalier Span Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Medium Hair Mix,Blue Tabby,0,Intact
1,Dog,Male,Senior,Labrador Retriever Mix,Yellow,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Male,Senior,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Male,Adolescent,Australian Cattle Dog Mix,Black/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adult,Black Mouth Cur/Pit Bull,Tan,0,Intact
2,Dog,Male,Adult,Jack Russell Terrier/Shih Tzu,Brown/White,0,Intact
1,Dog,Female,Adult,Labrador Retriever Mix,Tan,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair,Brown Tabby/White,1,Neutered
1,Dog,Male,Senior,Manchester Terrier Mix,Black/Brown,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Intact
1,Dog,Male,Baby,Labrador Retriever Mix,Black,0,Intact
2,Dog,Male,Adult,Shih Tzu,Sable/White,1,Intact
0,Dog,Female,Adolescent,Boxer Mix,Black/Brown,0,Neutered
0,Dog,Female,Baby,German Shepherd Mix,Tan,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
1,Dog,Male,Senior,American Staffordshire Terrier Mix,Tan/White,0,Intact
1,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Intact
1,Cat,Female,Adolescent,Domestic Medium Hair Mix,Brown Tabby,0,Neutered
2,Dog,Male,Baby,Great Dane Mix,Blue/White,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Dog,Female,Baby,Dachshund/Manchester Terrier,Tricolor,0,Neutered
2,Dog,Female,Adult,Shih Tzu Mix,Gray,0,Intact
3,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue Tabby/White,0,Intact
0,Dog,Female,Baby,Pit Bull Mix,Brown Brindle/White,0,Neutered
2,Dog,Male,Adolescent,Cairn Terrier Mix,White,0,Neutered
2,Dog,Male,Senior,Australian Cattle Dog Mix,Black/Blue Merle,0,Neutered
1,Dog,Male,Senior,Alaskan Husky Mix,Cream/Red,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue,0,Unknown
1,Dog,Female,Adult,Chihuahua Shorthair Mix,Brown/White,0,Neutered
2,Dog,Male,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
2,Dog,Male,Senior,Labrador Retriever Mix,Tan,0,Neutered
3,Dog,Male,Adolescent,Chow Chow Mix,Black,0,Intact
3,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Neutered
2,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan,0,Intact
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Cat,Male,Adult,Siamese Mix,Brown Tabby/White,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan/White,0,Intact
0,Dog,Male,Senior,Miniature Poodle Mix,Apricot,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Dog,Female,Senior,St. Bernard Smooth Coat Mix,Tricolor,0,Intact
0,Dog,Female,Adolescent,Dachshund/Manchester Terrier,Black/Tan,0,Neutered
1,Dog,Male,Adult,Black Mouth Cur Mix,Brown,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
1,Dog,Female,Senior,Labrador Retriever Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,Rottweiler Mix,Black/Tan,0,Neutered
2,Dog,Male,Baby,Plott Hound Mix,Black,0,Intact
2,Dog,Female,Adult,Pit Bull Mix,Brown/White,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Cream/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tricolor,0,Neutered
0,Cat,Female,Adult,Domestic Shorthair Mix,Blue,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Dog,Male,Adolescent,Miniature Poodle Mix,Tan,0,Neutered
0,Dog,Female,Adult,Staffordshire Mix,Chocolate/White,0,Neutered
3,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue Tabby/White,0,Neutered
1,Dog,Male,Adult,Chinese Sharpei/German Shepherd,Black/Tan,0,Neutered
0,Dog,Female,Adolescent,Cairn Terrier/Cardigan Welsh Corgi,Black/White,0,Neutered
1,Dog,Female,Adolescent,Labrador Retriever Mix,White,0,Neutered
0,Dog,Male,Adolescent,Pointer Mix,Tricolor,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Dog,Female,Adolescent,Dachshund Mix,Black/Brown,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
0,Dog,Female,Adult,Border Collie Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Longhair Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Longhair Mix,Blue,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
3,Dog,Male,Adolescent,Chow Chow/German Shepherd,Brown,0,Intact
3,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
1,Dog,Female,Adolescent,Labrador Retriever Mix,Black,0,Neutered
0,Dog,Female,Baby,Pit Bull Mix,Brown Brindle/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
0,Dog,Female,Adolescent,Miniature Pinscher Mix,Black/Tan,0,Neutered
1,Dog,Female,Adolescent,Australian Shepherd/Cocker Spaniel,Black/Tan,0,Neutered
0,Dog,Female,Adolescent,Rottweiler Mix,Black/Tan,0,Neutered
0,Cat,Female,Senior,Domestic Shorthair Mix,Calico,0,Neutered
0,Dog,Male,Baby,German Shepherd Mix,Black/Buff,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Neutered
0,Cat,Male,Baby,Snowshoe Mix,Lilac Point,0,Neutered
2,Dog,Female,Adult,Australian Cattle Dog Mix,Red/White,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Labrador Retriever/Pit Bull,Yellow,0,Neutered
2,Cat,Male,Adult,Snowshoe Mix,Seal Point,0,Neutered
0,Dog,Male,Baby,Chihuahua Shorthair Mix,Black/White,0,Neutered
2,Dog,Female,Baby,Shih Tzu Mix,Silver/Tan,0,Intact
0,Dog,Male,Baby,Labrador Retriever Mix,Black,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
3,Dog,Male,Adolescent,Whippet Mix,Buff/Tan,0,Neutered
0,Dog,Female,Adult,English Bulldog Mix,Tan/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Female,Unknown,Beagle/Chihuahua Shorthair,White,0,Intact
0,Dog,Female,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
2,Cat,Female,Senior,Domestic Medium Hair Mix,Black/White,0,Intact
0,Dog,Male,Adolescent,Pit Bull Mix,Black/White,0,Neutered
2,Dog,Male,Adult,Golden Retriever,Tan,1,Intact
1,Dog,Male,Adolescent,Dachshund Wirehair/Standard Poodle,Black,0,Neutered
2,Dog,Female,Baby,Labrador Retriever Mix,Tan,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Male,Adolescent,American Bulldog/Boxer,Brown/White,0,Neutered
2,Cat,Female,Adult,Angora Mix,Calico,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Adult,Toy Poodle,Apricot,1,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black/White,0,Unknown
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Baby,Domestic Medium Hair Mix,Blue Tabby,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
1,Dog,Female,Baby,German Shepherd Mix,Black/Tan,0,Intact
0,Dog,Male,Adolescent,Labrador Retriever Mix,Black,0,Neutered
1,Dog,Male,Adolescent,German Shepherd,Black/Tan,1,Intact
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
1,Dog,Female,Adult,Pit Bull Mix,Blue/White,0,Neutered
1,Dog,Male,Adult,German Shepherd Mix,Black/Brown,0,Neutered
