OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,isPurebred,Breed 1,Breed 2,Color 1,Color 2
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Adoption,Dog,Neutered Male,2 months,0,Border Collie Mix,Border Collie Mix,Brown Brindle,White
Adoption,Dog,Neutered Male,6 months,0,Border Terrier,Soft Coated Wheaten Terrier,Gray,Tan
Return_to_owner,Dog,Neutered Male,2 years,0,Maltese Mix,Maltese Mix,White,White
Adoption,Dog,Spayed Female,2 months,0,Siberian Husky Mix,Siberian Husky Mix,Sable,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Dog,Neutered Male,4 years,0,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black,Black
Transfer,Cat,Spayed Female,5 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Spayed Female,3 years,0,Boxer Mix,Boxer Mix,Brown,Brown
Adoption,Dog,Spayed Female,4 years,0,Chow Chow,Golden Retriever,Red,Red
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,White
Euthanasia,Cat,Intact Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Neutered Male,4 years,0,Chow Chow Mix,Chow Chow Mix,Tan,Tan
Transfer,Dog,Spayed Female,11 months,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Chocolate Point,Chocolate Point
Transfer,Dog,Neutered Male,3 years,0,American Bulldog,Great Pyrenees,White,White
Adoption,Dog,Spayed Female,2 years,0,Boxer Mix,Boxer Mix,Brown Brindle,White
Adoption,Dog,Neutered Male,1 year,0,Border Terrier Mix,Border Terrier Mix,Fawn,Fawn
Adoption,Cat,Neutered Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Neutered Male,2 years,0,American Bulldog Mix,American Bulldog Mix,Brown Brindle,White
Transfer,Cat,Intact Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Dog,Neutered Male,7 months,0,Border Collie Mix,Border Collie Mix,Tricolor,Tricolor
Adoption,Cat,Spayed Female,3 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Calico,Calico
Adoption,Cat,Neutered Male,2 months,0,Siamese Mix,Siamese Mix,Lilac Point,Lilac Point
Return_to_owner,Dog,Neutered Male,1 year,0,Cairn Terrier Mix,Cairn Terrier Mix,Tan,Tan
Transfer,Cat,Intact Female,1 month,0,Snowshoe Mix,Snowshoe Mix,Blue Point,Blue Point
Euthanasia,Dog,Intact Male,2 years,0,American Staffordshire Terrier Mix,American Staffordshire Terrier Mix,Black,White
Transfer,Cat,Spayed Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Intact Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Buff,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Return_to_owner,Dog,Spayed Female,14 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Adoption,Dog,Neutered Male,2 months,0,Boxer Mix,Boxer Mix,Black,Tan
Adoption,Dog,Spayed Female,5 months,1,Chihuahua Shorthair,Chihuahua Shorthair,Black,Tan
Transfer,Cat,Intact Female,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Spayed Female,2 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Tricolor,Tricolor
Adoption,Dog,Neutered Male,2 months,1,Border Collie,Border Collie,Chocolate,White
Adoption,Cat,Neutered Male,1 month,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Dog,Spayed Female,12 years,1,Golden Retriever,Golden Retriever,Buff,Buff
Return_to_owner,Dog,Intact Male,15 years,0,Miniature Poodle Mix,Miniature Poodle Mix,Black,Gray
Return_to_owner,Dog,Neutered Male,4 years,0,Bulldog,Catahoula,Brown Brindle,White
Transfer,Dog,Intact Female,3 months,0,Anatol Shepherd Mix,Anatol Shepherd Mix,Buff,Buff
Transfer,Dog,Neutered Male,7 years,0,Labrador Retriever,St. Bernard Rough Coat,Black,Brown Brindle
Return_to_owner,Dog,Spayed Female,1 year,0,Siberian Husky Mix,Siberian Husky Mix,Black,Silver
Return_to_owner,Dog,Neutered Male,4 years,1,Boxer,Boxer,Brown Brindle,Brown Brindle
Adoption,Dog,Intact Female,5 years,0,Miniature Poodle Mix,Miniature Poodle Mix,White,White
Adoption,Dog,Spayed Female,1 year,0,Staffordshire Mix,Staffordshire Mix,Brown,Brown
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Intact Male,4 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Cat,Neutered Male,12 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Euthanasia,Dog,Intact Male,5 years,0,Boxer Mix,Boxer Mix,Brown Brindle,White
Adoption,Dog,Neutered Male,9 months,0,Australian Kelpie Mix,Australian Kelpie Mix,Black,White
Adoption,Cat,Spayed Female,2 months,0,Snowshoe Mix,Snowshoe Mix,Seal Point,White
Euthanasia,Cat,Intact Female,1 week,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Tortie
Return_to_owner,Dog,Neutered Male,4 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Brown
Transfer,Cat,Unknown,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Neutered Male,10 years,0,German Shepherd Mix,German Shepherd Mix,Black,Brown
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Neutered Male,2 years,0,Rat Terrier Mix,Rat Terrier Mix,Brown,White
Transfer,Dog,Intact Male,1 month,0,German Shepherd Mix,German Shepherd Mix,Sable,Sable
Transfer,Dog,Neutered Male,8 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Adoption,Dog,Neutered Male,2 months,0,Labrador Retriever,Staffordshire,Black,White
Transfer,Dog,Neutered Male,1 year,0,Bruss Griffon Mix,Bruss Griffon Mix,Black,Tan
Transfer,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Neutered Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Euthanasia,Dog,Spayed Female,2 years,0,Boxer Mix,Boxer Mix,Brown,White
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Adoption,Dog,Neutered Male,2 years,1,Boxer,Boxer,Brown Brindle,White
Transfer,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Cat,Spayed Female,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Dog,Spayed Female,2 months,0,Doberman Pinsch Mix,Doberman Pinsch Mix,Tricolor,Tricolor
Adoption,Dog,Neutered Male,2 months,0,Dachshund,Harrier,Black,Tan
Adoption,Dog,Neutered Male,5 years,0,Chihuahua Longhair Mix,Chihuahua Longhair Mix,Black,Black
Adoption,Dog,Neutered Male,3 months,1,German Shepherd,German Shepherd,Black,Brown
Transfer,Dog,Intact Male,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,White
Return_to_owner,Cat,Spayed Female,7 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Torbie
Euthanasia,Dog,Neutered Male,3 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Chocolate,Chocolate
Adoption,Cat,Spayed Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Dog,Intact Female,2 weeks,0,Pit Bull Mix,Pit Bull Mix,Tricolor,White
Transfer,Cat,Intact Female,1 year,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Tortie,White
Adoption,Cat,Spayed Female,6 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Return_to_owner,Dog,Neutered Male,1 year,0,Chow Chow Mix,Chow Chow Mix,Black,Black
Euthanasia,Dog,Neutered Male,9 years,1,Doberman Pinsch,Doberman Pinsch,Red,Tan
Adoption,Dog,Neutered Male,1 year,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown,White
Return_to_owner,Dog,Neutered Male,4 years,0,Pit Bull Mix,Pit Bull Mix,Fawn,White
Euthanasia,Dog,Neutered Male,4 years,0,Pit Bull Mix,Pit Bull Mix,Chocolate,White
Transfer,Dog,Intact Female,6 months,0,American Foxhound,Australian Cattle Dog,Brown,White
Transfer,Dog,Neutered Male,4 years,0,Cavalier Span Mix,Cavalier Span Mix,Black,Black
Return_to_owner,Dog,Spayed Female,2 years,0,Border Collie Mix,Border Collie Mix,Black,White
Adoption,Dog,Spayed Female,4 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Adoption,Dog,Spayed Female,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Chocolate,White
Adoption,Cat,Neutered Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,White
Adoption,Dog,Spayed Female,7 years,0,Chow Chow,Labrador Retriever,Black,Red
Adoption,Dog,Spayed Female,7 years,0,Irish Wolfhound Mix,Irish Wolfhound Mix,White,White
Died,Cat,Intact Male,3 months,0,Siamese Mix,Siamese Mix,Flame Point,Flame Point
Transfer,Cat,Intact Female,3 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Calico,Calico
Euthanasia,Dog,Neutered Male,4 years,0,Pit Bull Mix,Pit Bull Mix,Black,Blue
Transfer,Cat,Intact Male,4 years,1,Domestic Shorthair,Domestic Shorthair,Brown,White
Return_to_owner,Dog,Spayed Female,1 year,0,German Shepherd Mix,German Shepherd Mix,White,White
Euthanasia,Dog,Neutered Male,3 years,0,Pit Bull Mix,Pit Bull Mix,Chocolate,White
Transfer,Cat,Unknown,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Adoption,Dog,Spayed Female,1 year,0,Dachshund Mix,Dachshund Mix,Black,Tan
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Intact Male,5 months,0,Jack Russell Terrier,Papillon,Tricolor,White
Transfer,Dog,Neutered Male,11 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Transfer,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Return_to_owner,Dog,Neutered Male,7 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Brown
Return_to_owner,Dog,Spayed Female,11 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Transfer,Cat,Intact Female,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Spayed Female,12 years,0,Beagle Mix,Beagle Mix,Tricolor,Tricolor
Transfer,Dog,Neutered Male,1 year,0,Boxer,Great Dane,Black,White
Adoption,Dog,Neutered Male,3 months,0,Dachshund Mix,Dachshund Mix,Black,Tan
Transfer,Cat,Intact Female,2 months,0,Domestic Longhair Mix,Domestic Longhair Mix,Torbie,Torbie
Euthanasia,Cat,Intact Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Dog,Neutered Male,1 year,0,Pit Bull Mix,Pit Bull Mix,Brown,White
Return_to_owner,Dog,Neutered Male,1 year,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Tan,White
Transfer,Dog,Spayed Female,4 years,0,Shih Tzu Mix,Shih Tzu Mix,Black,White
Transfer,Dog,Intact Female,4 months,0,Soft Coated Wheaten Terrier,Yorkshire Terrier,Cream,Tan
Return_to_owner,Dog,Neutered Male,2 years,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Transfer,Dog,Intact Male,2 days,0,German Shepherd Mix,German Shepherd Mix,Brown,Brown
Adoption,Cat,Neutered Male,6 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Adoption,Dog,Neutered Male,10 months,1,Shih Tzu,Shih Tzu,Tan,White
Adoption,Dog,Spayed Female,3 months,0,Vizsla Mix,Vizsla Mix,Red,White
Adoption,Dog,Spayed Female,6 years,0,Boxer Mix,Boxer Mix,Brown Brindle,Brown Brindle
Return_to_owner,Dog,Neutered Male,5 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Sable,Tan
Transfer,Cat,Intact Male,3 weeks,1,Siamese,Siamese,Lilac Point,Lilac Point
Transfer,Cat,Unknown,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,White
Adoption,Dog,Neutered Male,4 years,1,Rottweiler,Rottweiler,Black,Brown
Adoption,Dog,Neutered Male,2 years,0,Manchester Terrier Mix,Manchester Terrier Mix,Brown Brindle,Brown Brindle
Transfer,Dog,Spayed Female,8 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Return_to_owner,Dog,Neutered Male,1 year,0,Pit Bull Mix,Pit Bull Mix,Brown Brindle,White
Return_to_owner,Dog,Spayed Female,3 years,0,Australian Shepherd Mix,Australian Shepherd Mix,Brown,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Dog,Neutered Male,5 years,0,Chihuahua Shorthair,Pug,Black,Brown
Euthanasia,Dog,Intact Female,3 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Transfer,Dog,Neutered Male,6 years,1,Saluki,Saluki,Brown Brindle,White
Adoption,Dog,Spayed Female,10 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Brown
Adoption,Cat,Neutered Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Adoption,Dog,Spayed Female,4 months,0,Labrador Retriever,Redbone Hound,Red,White
Adoption,Dog,Neutered Male,6 years,0,Cairn Terrier Mix,Cairn Terrier Mix,Tan,Tan
Transfer,Cat,Unknown,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Intact Female,10 years,0,Boston Terrier,Rat Terrier,Black,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Dog,Neutered Male,2 years,0,Labrador Retriever,Pit Bull,Chocolate,Chocolate
Transfer,Dog,Neutered Male,4 years,0,Pit Bull Mix,Pit Bull Mix,Red,White
Transfer,Dog,Spayed Female,1 year,0,Bulldog Mix,Bulldog Mix,Liver,White
Return_to_owner,Dog,Spayed Female,2 years,0,Cocker Spaniel Mix,Cocker Spaniel Mix,Black,White
Adoption,Dog,Neutered Male,2 months,0,Beagle,Chihuahua Shorthair,Black,Tan
Adoption,Dog,Neutered Male,1 month,0,Miniature Poodle Mix,Miniature Poodle Mix,Cream,Cream
Adoption,Cat,Spayed Female,5 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Neutered Male,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Spayed Female,5 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Died,Cat,Intact Female,4 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black Smoke,Black Smoke
Transfer,Cat,Unknown,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Spayed Female,10 years,0,Cardigan Welsh Corgi Mix,Cardigan Welsh Corgi Mix,Tricolor,Tricolor
Adoption,Dog,Spayed Female,6 years,0,English Shepherd Mix,English Shepherd Mix,Tricolor,Tricolor
Euthanasia,Dog,Intact Female,8 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Red Tick,White
Adoption,Dog,Spayed Female,3 months,0,Pit Bull Mix,Pit Bull Mix,Fawn,Fawn
Adoption,Cat,Neutered Male,2 months,0,Siamese Mix,Siamese Mix,Flame Point,Flame Point
Adoption,Dog,Spayed Female,2 years,0,Pit Bull Mix,Pit Bull Mix,Black,White
Return_to_owner,Dog,Spayed Female,15 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Blue Merle,Blue Merle
Adoption,Dog,Neutered Male,2 months,0,German Shepherd Mix,German Shepherd Mix,Black,Brown Brindle
Adoption,Dog,Neutered Male,2 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Return_to_owner,Dog,Spayed Female,7 years,1,Boxer,Boxer,Brown,White
Transfer,Dog,Spayed Female,2 years,0,Pit Bull Mix,Pit Bull Mix,Tan,White
Return_to_owner,Dog,Neutered Male,3 years,0,Pit Bull Mix,Pit Bull Mix,Blue,Tan
Adoption,Cat,Spayed Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Neutered Male,5 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Neutered Male,2 years,0,German Shepherd,Siberian Husky,Black,White
Return_to_owner,Cat,Spayed Female,14 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Gray Tabby,White
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Adoption,Dog,Neutered Male,8 months,0,Pit Bull Mix,Pit Bull Mix,White,White
Transfer,Dog,Neutered Male,4 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Gold,Gold
Transfer,Dog,Neutered Male,2 years,0,Australian Cattle Dog,Pointer,Black,White
Return_to_owner,Dog,Spayed Female,5 years,0,Beagle Mix,Beagle Mix,Tricolor,Tricolor
Transfer,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Neutered Male,3 years,0,Pit Bull Mix,Pit Bull Mix,Black,White
Return_to_owner,Dog,Intact Female,2 months,1,Bullmastiff,Bullmastiff,Black,Tan
Adoption,Cat,Spayed Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Spayed Female,2 months,0,German Shepherd Mix,German Shepherd Mix,Black,Brown
Return_to_owner,Dog,Neutered Male,10 years,0,Pug Mix,Pug Mix,Sable,Tan
Transfer,Dog,Neutered Male,7 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Chocolate,White
Adoption,Dog,Neutered Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Brown
Transfer,Dog,Intact Male,8 months,0,Carolina Dog Mix,Carolina Dog Mix,Black,Tan
Adoption,Dog,Spayed Female,3 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,White
Adoption,Cat,Spayed Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Adoption,Dog,Spayed Female,2 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown,White
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Spayed Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Neutered Male,1 year,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Dog,Intact Female,3 months,0,St. Bernard Smooth Coat Mix,St. Bernard Smooth Coat Mix,Brown Brindle,White
Return_to_owner,Dog,Spayed Female,5 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Yellow
Adoption,Dog,Neutered Male,1 year,0,Great Pyrenees Mix,Great Pyrenees Mix,Brown,White
Adoption,Dog,Neutered Male,3 years,0,Parson Russell Terrier,Yorkshire Terrier,Blue,Tan
Return_to_owner,Dog,Neutered Male,8 years,0,Beagle Mix,Beagle Mix,Brown,White
Transfer,Dog,Neutered Male,5 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Tricolor
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Dog,Spayed Female,3 years,0,Pit Bull Mix,Pit Bull Mix,Blue,Blue
Transfer,Dog,Intact Female,4 months,1,Chihuahua Shorthair,Chihuahua Shorthair,Buff,Buff
Return_to_owner,Dog,Intact Male,2 years,0,German Shepherd Mix,German Shepherd Mix,Black,Black
Transfer,Dog,Intact Female,1 year,0,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Red,Red
Transfer,Cat,Spayed Female,3 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Adoption,Cat,Spayed Female,7 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Transfer,Dog,Intact Female,3 years,0,Pit Bull Mix,Pit Bull Mix,Brown,Brown
Return_to_owner,Dog,Spayed Female,3 years,0,Cairn Terrier,Chihuahua Longhair,Brown,Tan
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange,White
Adoption,Cat,Neutered Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,White
Return_to_owner,Dog,Spayed Female,11 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Brown,White
Transfer,Cat,Intact Female,2 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Torbie,Torbie
Adoption,Cat,Neutered Male,10 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Adoption,Dog,Neutered Male,1 year,0,Beagle,Boxer,Tricolor,Tricolor
Adoption,Dog,Neutered Male,5 years,0,Chihuahua Shorthair,Miniature Schnauzer,Gray,White
Transfer,Dog,Intact Male,8 years,1,Shih Tzu,Shih Tzu,Brown,White
Adoption,Dog,Spayed Female,9 years,0,Dachshund Wirehair,Miniature Poodle,Blue,Tan
Transfer,Cat,Intact Female,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Neutered Male,2 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Red,Red
Adoption,Cat,Spayed Female,5 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Tortie,Tortie
Adoption,Dog,Spayed Female,7 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Tricolor
Transfer,Dog,Spayed Female,2 months,0,Chihuahua Shorthair,Pomeranian,Brown,Brown
Adoption,Dog,Neutered Male,3 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Blue Merle,Blue Merle
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Intact Female,2 years,1,Beagle,Beagle,Tricolor,Tricolor
Transfer,Dog,Neutered Male,9 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Yellow
Transfer,Cat,Intact Female,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Dog,Spayed Female,5 years,0,German Shepherd,Pit Bull,Sable,White
